line;code;canonical name;category;type;family code;family;sortkey?;autodetect?;exceptional?;script codes;other names;standard characters
7018;tyj;Tai Do;Tai Do language;regular;tai-nor;Northern Tai;;;;;;
7019;tyl;Thu Lao;Thu Lao language;regular;tai-cen;Central Tai;;;;;;
7020;tyn;Kombai;Kombai language;regular;ngf;Trans-New Guinea;;;;;;
7021;typ;Kuku-Thaypan;Kuku-Thaypan language;regular;aus-pmn;Paman;;;;Latn;Gugu Thaypan,Thaypan,Kuku Thaypan,Agu Alaya,Awu Alaya,Alaya,Gugu-Rarmul,Koko-Rarmul,Rarmul;
7022;tyr;Tai Daeng;Tai Daeng language;regular;tai-swe;Southwestern Tai;;;;Tavt;;
7023;tys;Sapa;Sapa language;regular;tai-sap;Sapa-Southwestern Tai;;;;Latn;;
7024;tyt;Tày Tac;Tày Tac language;regular;tai-swe;Southwestern Tai;;;;;;
7025;tyu;Kua;Kua language;regular;khi-kal;Kalahari Khoe;;;;;;
7026;tyv;Tuvan;Tuvan language;regular;trk-sib;Siberian Turkic;sortkey;;;Cyrl;;
7027;tyx;Teke-Tyee;Teke-Tyee language;regular;bnt-nze;Nzebi;;;;;;
7028;tyz;Tày;Tày language;regular;tai-tay;Tày;sortkey;;;Latn,Hani;;
7029;tza;Tanzanian Sign Language;Tanzanian Sign Language;regular;sgn;sign;;;;;;
7030;tzh;Tzeltal;Tzeltal language;regular;myn;Mayan;;;;Latn;;
7031;tzj;Tz'utujil;Tz'utujil language;regular;myn;Mayan;;;;Latn;;
7032;tzl;Talossan;Talossan language;appendix-constructed;art;constructed;sortkey;;;Latn;;
7033;tzm;Central Atlas Tamazight;Central Atlas Tamazight language;regular;ber;Berber;;;;Tfng,Arab,Latn;;
7034;tzn;Tugun;Tugun language;regular;poz-tim;Timoric;;;;;;
7035;tzo;Tzotzil;Tzotzil language;regular;myn;Mayan;;;;Latn;;
7036;tzx;Tabriak;Tabriak language;regular;paa-lsp;Lower Sepik;;;;Latn;Karawari;
7037;uam;Uamué;Uamué language;regular;;;;;;;
7038;uan;Kuan;Kuan language;regular;;;;;;;
7039;uar;Tairuma;Tairuma language;regular;ngf;Trans-New Guinea;;;;;;
7040;uba;Ubang;Ubang language;regular;nic-ben;Bendi;;;;Latn;;
7041;ubi;Ubi;Ubi language;regular;;;;;;;
7042;ubl;Buhi'non Bikol;Buhi'non Bikol language;regular;phi;Philippine;;;;;;
7043;ubr;Ubir;Ubir language;regular;poz-ocw;Western Oceanic;;;;Latn;;
7044;ubu;Umbu-Ungu;Umbu-Ungu language;regular;ngf;Trans-New Guinea;;;;;;
7045;uby;Ubykh;Ubykh language;regular;cau-nwc;Northwest Caucasian;sortkey;autodetect;;Cyrl,Latn;;
7046;uda;Uda;Uda language;regular;nic-lcr;Lower Cross River;;;;;;
7047;ude;Udihe;Udihe language;regular;tuw;Tungusic;;;;Cyrl;Udege,Udekhe,Udeghe;
7048;udg;Muduga;Muduga language;regular;dra;Dravidian;;;;Mlym;;
7049;udi;Udi;Udi language;regular;cau-esm;Eastern Samur;;autodetect;;Cyrl,Latn,Armn,Geor;;
7050;udj;Ujir;Ujir language;regular;poz-cet;Central-Eastern Malayo-Polynesian;;;;;;
7051;udl;Uldeme;Uldeme language;regular;cdc-cbm;Central Chadic;;;;;;
7052;udm;Udmurt;Udmurt language;regular;urj-prm;Permic;sortkey;;;Cyrl;;
7053;udu;Uduk;Uduk language;regular;ssa-kom;Koman;;;;;;
7054;ues;Kioko;Kioko language;regular;;;;;;;
7055;ufi;Ufim;Ufim language;regular;ngf-fin;Finisterre;;;;Latn;;
7056;ug;Uyghur;Uyghur language;regular;trk-kar;Karluk;;;;ug-Arab,Latn,Cyrl;;
7057;uga;Ugaritic;Ugaritic language;regular;sem-nwe;Northwest Semitic;;;;Ugar;;
7058;ugb;Kuku-Ugbanh;Kuku-Ugbanh language;regular;;;;;;;
7059;uge;Ughele;Ughele language;regular;poz-ocw;Western Oceanic;;;;;;
7060;ugn;Ugandan Sign Language;Ugandan Sign Language;regular;sgn;sign;;;;;;
7061;ugo;Gong;Gong language;regular;tbq-lob;Lolo-Burmese;sortkey;;;Thai;;
7062;ugy;Uruguayan Sign Language;Uruguayan Sign Language;regular;sgn;sign;;;;;;
7063;uha;Uhami;Uhami language;regular;alv-nwd;Northwestern Edoid;;;;Latn;;
7064;uhn;Damal;Damal language;regular;;;;;;;
7065;uis;Uisai;Uisai language;regular;paa-sbo;South Bougainville;;;;;;
7066;uiv;Iyive;Iyive language;regular;nic-tvc;Central Tivoid;;;;Latn;;
7067;uji;Tanjijili;Tanjijili language;regular;nic-pls;South Plateau;;;;;;
7068;uk;Ukrainian;Ukrainian language;regular;zle;East Slavic;sortkey;autodetect;;Cyrl;;standard characters
7069;uka;Kaburi;Kaburi language;regular;;;;;;;
7070;ukg;Ukuriguma;Ukuriguma language;regular;ngf-mad;Madang;;;;;;
7071;ukh;Ukhwejo;Ukhwejo language;regular;bnt-bek;Bekwilic;;;;;;
7072;ukk;Muak Sa-aak;Muak Sa-aak language;regular;mkh-pal;Palaungic;;;;;Muak;
7073;ukl;Ukrainian Sign Language;Ukrainian Sign Language;regular;sgn;sign;;;;;;
7074;ukp;Ukpe-Bayobiri;Ukpe-Bayobiri language;regular;nic-ben;Bendi;;;;Latn;;
7075;ukq;Ukwa;Ukwa language;regular;nic-ief;Ibibio-Efik;;;;;;
7076;uks;Kaapor Sign Language;Kaapor Sign Language;regular;sgn;sign;;;;;;
7077;uku;Ukue;Ukue language;regular;alv-nwd;Northwestern Edoid;;;;Latn;;
7078;ukw;Ukwuani-Aboh-Ndoni;Ukwuani-Aboh-Ndoni language;regular;alv;Atlantic-Congo;;;;Latn;;
7079;uky;Kuuk Yak;Kuuk Yak language;regular;aus-psw;Southwest Pama-Nyungan;;;;Latn;;
7080;ula;Fungwa;Fungwa language;regular;nic-shi;Shiroro;;;;;Ula,Ura;
7081;ulb;Olukumi;Olukumi language;regular;alv-yor;Yoruba;sortkey;autodetect;;Latn;;
7082;ulc;Ulch;Ulch language;regular;tuw;Tungusic;sortkey;autodetect;;Cyrl,Latn;;
7083;ule;Lule;Lule language;regular;;;;;Latn;;
7084;ulf;Afra;Afra language;regular;paa-pau;Pauwasi;;;;;;
7085;uli;Ulithian;Ulithian language;regular;poz-mic;Micronesian;;;;;;
7086;ulk;Meriam;Meriam language;regular;ngf;Trans-New Guinea;;;;Latn;;
7087;ull;Ullatan;Ullatan language;regular;dra;Dravidian;;;;;;
7088;ulm;Ulumanda';Ulumanda' language;regular;;;;;;;
7089;uln;Unserdeutsch;Unserdeutsch language;regular;crp;creole or pidgin;;;;Latn;;
7090;ulu;Uma' Lung;Uma' Lung language;regular;poz-swa;North Sarawakan;;;;;;
7091;ulw;Ulwa;Ulwa language;regular;;;;;;;
7092;uma;Umatilla;Umatilla language;regular;nai-shp;Sahaptian;;;;Latn;;
7093;umb;Umbundu;Umbundu language;regular;bnt;Bantu;;;;Latn;South Mbundu;
7094;umc;Marrucinian;Marrucinian language;regular;itc-sbl;Osco-Umbrian;;;;Latn,Ital;;
7095;umd;Umbindhamu;Umbindhamu language;regular;aus-pmn;Paman;;;;;;
7096;umg;Umbuygamu;Umbuygamu language;regular;aus-pmn;Paman;;;;;;
7097;umi;Ukit;Ukit language;regular;;;;;;;
7098;umm;Umon;Umon language;regular;nic-ucn;North-South Upper Cross River;;;;Latn;;
7099;umn;Makyan Naga;Makyan Naga language;regular;sit-kch;Konyak-Chang;;;;;;
7100;umo;Umotína;Umotína language;regular;sai-mje;Macro-Jê;;;;;;
7101;ump;Umpila;Umpila language;regular;aus-pmn;Paman;;;;Latn;;
7102;umr;Umbugarla;Umbugarla language;regular;;;;;;;
7103;ums;Pendau;Pendau language;regular;poz-tot;Tomini-Tolitoli;;;;;;
7104;umu;Munsee;Munsee language;regular;del;Lenape;;autodetect;;Latn;;
7105;una;North Watut;North Watut language;regular;poz-ocw;Western Oceanic;;;;Latn;;
7106;und;Undetermined;Undetermined language;regular;qfa-not;not a family;;;;Zmth,Mahj,Hrkt,Bass,Ital,Roro,fa-Arab,Hluw,Buhd,Osma,Brai,Syrc,Hebr,Latnx,Mtei,pa-Arab,Shaw,Armi,Modi,Wcho,Leke,Hung,ug-Arab,Hans,Deva,Narb,Cyrl,Cher,Kore,Chrs,Batk,Xsux,Hmng,Zzzz,None,Zyyy,Hira,Tfng,Zsym,Tavt,Bamu,Imag,ks-Arab,Shrd,ms-Arab,Zanb,Knda,Ibrn,Beng,Cakm,Gonm,Yiii,Goth,Marc,Cans,Mlym,ur-Arab,Yezi,Jpan,Nagm,Xpeo,Wole,Cprt,Elym,kk-Arab,Wara,Sylo,Kits,Visp,Dogr,Kthi,Afak,Mand,Vaii,Ugar,Toto,Ethi,Tnsa,Mong,Limb,Gong,Tirh,xzh-Tibt,Elba,Ranj,Palm,Tibt,Thai,Thaa,Tglg,Teng,Lepc,Rumin,Aghb,Takr,Tale,Music,Talu,Tagb,Jurc,Vith,Sund,Kana,Lana,xka-Arab,Dsrt,Samr,Soyo,Newa,Latg,Mymr,sit-tam-Tibt,Sora,Java,Diak,Sogd,tt-Arab,Sinh,Latf,Sind,Phnx,Gran,ota-Arab,Polyt,as-Beng,Shui,Sgnw,Latn,Saur,Arab,Pauc,Bhks,Phlp,Sarb,Egyp,Egyh,Glag,Tang,Rohg,Copt,Rjng,mzn-Arab,pal-Avst,Sogo,Hano,Plrd,Sidd,Ipach,Phlv,Hang,Cpmn,Phli,Linb,Egyd,Phag,Khoj,Nbat,sd-Arab,Ougr,Avst,Orya,Bopo,Olck,Laoo,Ogam,Lisu,Nshu,Nkoo,Gujr,Bali,Blis,Perm,Mroo,Nand,Mult,Hatr,Moon,xwo-Mong,Inds,Brah,Merc,Hmnp,sjo-Mong,Runr,Adlm,Morse,mnc-Mong,ku-Arab,Cari,Semap,Nkdb,Mero,Nkgb,Hant,Kali,Bugi,Medf,Maya,Mani,Hani,Grek,Taml,Maka,Cyrs,Osge,Geor,Lyci,Lina,Kitl,Mend,Prti,Loma,Telu,pjt-Latn,Orkh,Kpel,ps-Arab,Khmr,Khar,Geok,Cham,Kawi,Ahom,Dupl,Lydi,Armn,Guru;;
7107;und-isa;Isaurian;Isaurian language;regular;;;;exceptional;;;
7108;und-kas;Kassite;Kassite language;regular;;;;exceptional;Xsux;;
7109;und-mil;Milang;Milang language;regular;;;;exceptional;Deva,Latn;;
7110;und-mmd;Mimi of Decorse;Mimi of Decorse language;regular;;;;exceptional;Latn;Mimi of Gaudefroy-Demombynes,Mimi-D;
7111;und-mmn;Mimi of Nachtigal;Mimi of Nachtigal language;regular;;;;exceptional;Latn;Mimi-N;
7112;und-phi;Philistine;Philistine language;regular;;;;exceptional;Phnx;;
7113;und-wji;Western Jicaque;Western Jicaque language;regular;hok;Hokan;;;exceptional;Latn;Jicaque of El Palmar,Sula;
7114;une;Uneme;Uneme language;regular;alv-yek;Yekhee;;;;Latn;;
7115;ung;Ngarinyin;Ngarinyin language;regular;aus-wor;Worrorran;;;;Latn;Ungarinjin;
7116;unk;Enawené-Nawé;Enawené-Nawé language;regular;awd;Arawakan;;;;Latn;;
7117;unm;Unami;Unami language;regular;del;Lenape;;;;Latn;;
7118;unn;Kurnai;Kurnai language;regular;aus-pam;Pama-Nyungan;;;;Latn;Gunai,Gaanay,Ganai,Gunnai',Kurnay,Bidhawal,Birrdhawal,Muk-thang,Nulit,Thangquai;
7119;unr;Mundari;Mundari language;regular;mun;Munda;;;;Deva;;
7120;unu;Unubahe;Unubahe language;regular;;;;;;;
7121;unx;Munda;Munda language;regular;mun;Munda;;;;Latn;;
7122;unz;Unde Kaili;Unde Kaili language;regular;poz-kal;Kaili-Pamona;;;;Latn;Banava,Ndepuu,West Kaili,Lole,Ganti;
7123;uok;Uokha;Uokha language;regular;alv-edo;Edoid;;;;Latn;;
7124;uon;Kulon;Kulon language;regular;map;Austronesian;;;;Latn;;
7125;upi;Umeda;Umeda language;regular;paa-brd;Border;;;;;;
7126;upv;Uripiv-Wala-Rano-Atchin;Uripiv-Wala-Rano-Atchin language;regular;poz-vnc;North-Central Vanuatu;;;;Latn;;
7127;ur;Urdu;Urdu language;regular;inc-hnd;Hindustani;sortkey;autodetect;;ur-Arab,Hebr;;
7128;ura;Urarina;Urarina language;regular;;;;;;;
7129;urb;Urubú-Kaapor;Urubú-Kaapor language;regular;tup-gua;Tupi-Guarani;;;;Latn;Ka'apor,Kaaporté;
7130;urc;Urningangg;Urningangg language;regular;;;;;;;
7131;ure;Uru;Uru language;regular;;;;;;;
7132;urf;Uradhi;Uradhi language;regular;aus-pam;Pama-Nyungan;;;;Latn;;
7133;urg;Urigina;Urigina language;regular;ngf;Trans-New Guinea;;;;Latn;;
7134;urh;Urhobo;Urhobo language;regular;alv-swd;Southwestern Edoid;;;;Latn;;
7135;uri;Urim;Urim language;regular;qfa-tor;Torricelli;;;;Latn;;
7136;urj-fin-pro;Proto-Finnic;Proto-Finnic language;reconstructed;urj-fin;Finnic;;;exceptional;Latn;;
7137;urj-koo;Old Komi;Old Komi language;regular;urj-prm;Permic;sortkey;;exceptional;Perm,Cyrs;;
7138;urj-kuk;Kukkuzi;Kukkuzi language;regular;urj-fin;Finnic;;;exceptional;Latn;;
7139;urj-kya;Komi-Yazva;Komi-Yazva language;regular;urj-prm;Permic;;autodetect;exceptional;Cyrl;;
7140;urj-mdv-pro;Proto-Mordvinic;Proto-Mordvinic language;reconstructed;urj-mdv;Mordvinic;;;exceptional;Latn;;
7141;urj-prm-pro;Proto-Permic;Proto-Permic language;reconstructed;urj-prm;Permic;;;exceptional;Latn;;
7142;urj-pro;Proto-Uralic;Proto-Uralic language;reconstructed;urj;Uralic;;;exceptional;Latnx;Proto-Finno-Ugric,Proto-Finno-Permic;
7143;urj-ugr-pro;Proto-Ugric;Proto-Ugric language;reconstructed;urj-ugr;Ugric;;;exceptional;Latnx;;
7144;urk;Urak Lawoi';Urak Lawoi' language;regular;poz-mly;Malayic;sortkey;;;Thai;;
7145;url;Urali;Urali language;regular;dra;Dravidian;;;;Knda;;
7146;urm;Urapmin;Urapmin language;regular;ngf-okk;Ok;;;;;;
7147;urn;Uruangnirin;Uruangnirin language;regular;poz-cet;Central-Eastern Malayo-Polynesian;;;;Latn;;
7148;uro;Ura (New Guinea);Ura (New Guinea) language;regular;paa-bng;Baining;;;;Latn;Ura (Papua New Guinea);
7149;urp;Uru-Pa-In;Uru-Pa-In language;regular;tup-gua;Tupi-Guarani;;;;Latn;;
7150;urr;Lehalurup;Lehalurup language;regular;;;;;;;
7151;urt;Urat;Urat language;regular;qfa-tor;Torricelli;;;;Latn;;
7152;uru;Urumi;Urumi language;regular;tup;Tupian;;;;Latn;;
7153;urv;Uruava;Uruava language;regular;poz-ocw;Western Oceanic;;;;Latn;;
7154;urw;Sop;Sop language;regular;ngf-mad;Madang;;;;Latn;Sob,Sopu,Usino,Usina,Usion;
7155;urx;Urimo;Urimo language;regular;qfa-tor;Torricelli;;;;Latn;;
7156;ury;Orya;Orya language;regular;paa-tkw;Tor-Kwerba;;;;Latn;;
7157;urz;Uru-Eu-Wau-Wau;Uru-Eu-Wau-Wau language;regular;tup-gua;Tupi-Guarani;;;;Latn;;
7158;usa;Usarufa;Usarufa language;regular;paa-kag;Kainantu-Goroka;;;;Latn;;
7159;ush;Ushojo;Ushojo language;regular;inc-dar;Dardic;;;;ur-Arab;;
7160;usi;Usui;Usui language;regular;;;;;;;
7161;usk;Usaghade;Usaghade language;regular;nic-lcr;Lower Cross River;;;;Latn;;
7162;usp;Uspanteco;Uspanteco language;regular;myn;Mayan;;;;Latn;;
7163;uss;Saare;Saare language;regular;nic-knn;Northwest Kainji;;;;Latn;us-Saare,Hun-Saare,Duka;
7164;usu;Uya;Uya language;regular;;;;;;;
7165;uta;Otank;Otank language;regular;nic-tvc;Central Tivoid;;;;Latn;;
7166;ute;Ute;Ute language;regular;azc-num;Numic;;;;Latn;Southern Paiute,Colorado River Numic,Chemehuevi;
7167;uth;Hun;Hun language;regular;nic-knn;Northwest Kainji;;;;Latn;ut-Hun,Hun-Saare,Duka;
7168;utp;Aba;Aba language;regular;poz-oce;Oceanic;;;;Latn;Amba,Nebao,Nembao;
7169;utr;Etulo;Etulo language;regular;alv-ido;Idomoid;;;;Latn;;
7170;utu;Utu;Utu language;regular;ngf-mad;Madang;;;;;;
7171;uum;Urum;Urum language;regular;trk-kcu;Kipchak-Cuman;;;;Cyrl;;
7172;uun;Kulon-Pazeh;Kulon-Pazeh language;regular;map;Austronesian;;;;Latn;Pazeh,Pazih,Kulun,Kulon;
7173;uur;Ura (Vanuatu);Ura (Vanuatu) language;regular;poz-oce;Oceanic;;;;Latn;;
7174;uuu;U;U language;regular;mkh-pal;Palaungic;;;;;P'uman;
7175;uve;West Uvean;West Uvean language;regular;poz-pnp;Nuclear Polynesian;;;;Latn;Uvean,Faga Ouvéa,Fagauvea;
7176;uvh;Uri;Uri language;regular;ngf-fin;Finisterre;;;;Latn;;
7177;uvl;Lote;Lote language;regular;poz-ocw;Western Oceanic;;;;Latn;;
7178;uwa;Kuku-Uwanh;Kuku-Uwanh language;regular;aus-pmn;Paman;;;;;;
7179;uya;Doko-Uyanga;Doko-Uyanga language;regular;nic-ucr;Upper Cross River;;;;Latn;;
7180;uz;Uzbek;Uzbek language;regular;trk-kar;Karluk;sortkey;;;Latn,Cyrl,fa-Arab;;
7181;vaa;Vaagri Booli;Vaagri Booli language;regular;;;;;;;
7182;vae;Vale;Vale language;regular;csu-val;Vale;;;;;;
7183;vag;Vagla;Vagla language;regular;nic-gnw;Western Gurunsi;;;;;;
7184;vah;Varhadi;Varhadi language;regular;inc-sou;Southern Indo-Aryan;;;;Deva,Modi;;
7185;vai;Vai;Vai language;regular;dmn-vak;Vai-Kono;;;;Vaii;;
7186;vaj;Sekele;Sekele language;regular;;;;;;Sekela,Vasekele,Vasekela,Vasekela Bushman,ǃ'OǃKung;
7187;val;Vehes;Vehes language;regular;;;;;;;
7188;vam;Vanimo;Vanimo language;regular;paa-msk;Sko;;;;;;
7189;van;Valman;Valman language;regular;qfa-tor;Torricelli;;;;;;
7190;vao;Vao;Vao language;regular;poz-vnc;North-Central Vanuatu;;;;;;
7191;vap;Vaiphei;Vaiphei language;regular;tbq-kuk;Kukish;;;;;;
7192;var;Huarijio;Huarijio language;regular;azc-trc;Taracahitic;;;;Latn;Guarijío,Varihío,Warihío;
7193;vas;Vasavi;Vasavi language;regular;;;;;;;
7194;vau;Vanuma;Vanuma language;regular;bnt-nya;Nyali;;;;;;
7195;vav;Varli;Varli language;regular;inc-sou;Southern Indo-Aryan;;;;Deva,Gujr;Warli;
7196;vay;Vayu;Vayu language;regular;sit-kiw;Western Kiranti;;;;;;
7197;vbb;Southeast Babar;Southeast Babar language;regular;poz-tim;Timoric;;;;;;
7198;vbk;Southwestern Bontoc;Southwestern Bontoc language;regular;phi;Philippine;;;;Latn;Southwestern Bontok;
7199;ve;Venda;Venda language;regular;bnt-bso;Southern Bantu;;;;Latn;;
7200;vec;Venetian;Venetian language;regular;roa;Romance;;;;Latn;;
7201;ved;Veddah;Veddah language;regular;;;;;;;
7202;vem;Vemgo-Mabas;Vemgo-Mabas language;regular;;;;;;;
7203;veo;Ventureño;Ventureño language;regular;nai-chu;Chumashan;;;;Latn;;
7204;vep;Veps;Veps language;regular;urj-fin;Finnic;sortkey;;;Latn;;
7205;ver;Mom Jango;Mom Jango language;regular;alv-dur;Duru;;;;;;
7206;vgr;Vaghri;Vaghri language;regular;inc-bhi;Bhil;;;;Gujr;;
7207;vgt;Flemish Sign Language;Flemish Sign Language;regular;sgn;sign;;;;;;
7208;vi;Vietnamese;Vietnamese language;regular;mkh-vie;Vietic;sortkey;;;Latn,Hani;;
7209;vic;Virgin Islands Creole;Virgin Islands Creole language;regular;crp;creole or pidgin;;;;Latn;;
7210;vid;Vidunda;Vidunda language;regular;bnt-ruv;Ruvu;;;;;;
7211;vif;Vili;Vili language;regular;bnt-kng;Kongo;;;;;;
7212;vig;Viemo;Viemo language;regular;alv-sav;Savanna;;;;;;
7213;vil;Vilela;Vilela language;regular;;;;;;;
7214;vis;Vishavan;Vishavan language;regular;dra;Dravidian;;;;;;
7215;vit;Viti;Viti language;regular;nic-grf;Grassfields;;;;;;
7216;viv;Iduna;Iduna language;regular;poz-ocw;Western Oceanic;;;;;;
7217;vka;Kariyarra;Kariyarra language;regular;aus-nga;Ngayarda;;;;Latn;;
7218;vki;Ija-Zuba;Ija-Zuba language;regular;nic-pls;South Plateau;;;;;;
7219;vkj;Kujarge;Kujarge language;regular;;;;;;;
7220;vkk;Kaur;Kaur language;regular;;;;;;;
7221;vkl;Kulisusu;Kulisusu language;regular;poz-btk;Bungku-Tolaki;;;;;;
7222;vkm;Kamakan;Kamakan language;regular;sai-mje;Macro-Jê;;;;Latn;Kamakã,Ezeshio,Kotoxó,Kotoxo,Mongoyó,Mangaló;
7223;vko;Kodeoha;Kodeoha language;regular;;;;;;;
7224;vkp;Korlai Creole Portuguese;Korlai Creole Portuguese language;regular;crp;creole or pidgin;;;;Latn;;
7225;vkt;Tenggarong Kutai Malay;Tenggarong Kutai Malay language;regular;;;;;;;
7226;vku;Kurrama;Kurrama language;regular;aus-nga;Ngayarda;;;;Latn;;
7227;vlp;Valpei;Valpei language;regular;poz-vnc;North-Central Vanuatu;;;;;;
7228;vls;West Flemish;West Flemish language;regular;gmw;West Germanic;;;;Latn;;
7229;vma;Martuthunira;Martuthunira language;regular;aus-nga;Ngayarda;;;;Latn;;
7230;vmb;Mbabaram;Mbabaram language;regular;aus-pam;Pama-Nyungan;;;;Latn;;
7231;vmc;Juxtlahuaca Mixtec;Juxtlahuaca Mixtec language;regular;omq-mxt;Mixtec;;;;Latn;;
7232;vmd;Mudu Koraga;Mudu Koraga language;regular;dra;Dravidian;;;;Knda;;
7233;vme;East Masela;East Masela language;regular;poz-tim;Timoric;;;;;;
7234;vmf;East Franconian;East Franconian language;regular;gmw;West Germanic;sortkey;;;Latn;Ansbachisch,Eastern Franconian,Hohenlohisch,Main Franconian,Mainfränkisch,Nürnbergisch,Oberfränkisch,Upper Franconian,Vogtländisch;
7235;vmg;Minigir;Minigir language;regular;poz-ocw;Western Oceanic;;;;Latn;Lungalunga;
7236;vmh;Maraghei;Maraghei language;regular;xme-ttc;Tatic;;;;;;
7237;vmi;Miwa;Miwa language;regular;aus-wor;Worrorran;;;;;;
7238;vmj;Ixtayutla Mixtec;Ixtayutla Mixtec language;regular;omq-mxt;Mixtec;;;;Latn;;
7239;vmk;Makhuwa-Shirima;Makhuwa-Shirima language;regular;bnt-mak;Makua;;;;Latn;;
7240;vml;Malgana;Malgana language;regular;aus-psw;Southwest Pama-Nyungan;;;;Latn;;
7241;vmm;Mitlatongo Mixtec;Mitlatongo Mixtec language;regular;omq-mxt;Mixtec;;;;Latn;;
7242;vmp;Soyaltepec Mazatec;Soyaltepec Mazatec language;regular;;;;;Latn;;
7243;vmq;Soyaltepec Mixtec;Soyaltepec Mixtec language;regular;omq-mxt;Mixtec;;;;Latn;;
7244;vmr;Marenje;Marenje language;regular;bnt-mak;Makua;;;;;;
7245;vmu;Muluridyi;Muluridyi language;regular;;;;;;;
7246;vmv;Valley Maidu;Valley Maidu language;regular;nai-mdu;Maiduan;;;;Latn;;
7247;vmw;Makhuwa;Makhuwa language;regular;bnt-mak;Makua;;;;Latn;;
7248;vmx;Tamazola Mixtec;Tamazola Mixtec language;regular;omq-mxt;Mixtec;;;;Latn;;
7249;vmy;Ayautla Mazatec;Ayautla Mazatec language;regular;;;;;Latn;;
7250;vmz;Mazatlán Mazatec;Mazatlán Mazatec language;regular;omq-maz;Mazatecan;;;;Latn;;
7251;vnk;Lovono;Lovono language;regular;poz-oce;Oceanic;;;;;;
7252;vnm;Neve'ei;Neve'ei language;regular;poz-vnc;North-Central Vanuatu;;;;;;
7253;vnp;Vunapu;Vunapu language;regular;poz-vnc;North-Central Vanuatu;;;;;;
7254;vo;Volapük;Volapük language;regular;art;constructed;;;;Latn;;
7255;vor;Voro;Voro language;regular;alv-yun;Yungur;;;;;;
7256;vot;Votic;Votic language;regular;urj-fin;Finnic;;autodetect;;Latn;;
7257;vra;Vera'a;Vera'a language;regular;;;;;Latn;;
7258;vro;Võro;Võro language;regular;urj-fin;Finnic;;;;Latn;;
7259;vrs;Varisi;Varisi language;regular;poz-ocw;Western Oceanic;;;;;;
7260;vrt;Banam Bay;Banam Bay language;regular;poz-vnc;North-Central Vanuatu;;;;;;
7261;vsi;Moldova Sign Language;Moldova Sign Language;regular;sgn;sign;;;;;;
7262;vsl;Venezuelan Sign Language;Venezuelan Sign Language;regular;sgn;sign;;;;;;
7263;vsv;Valencian Sign Language;Valencian Sign Language;regular;sgn;sign;;;;;;
7264;vto;Vitou;Vitou language;regular;paa-tkw;Tor-Kwerba;;;;;;
7265;vum;Vumbu;Vumbu language;regular;bnt-sir;Sira;;;;;;
7266;vun;Vunjo;Vunjo language;regular;bnt-chg;Chaga;;;;Latn;KiVunjo,Wunjo,Chaga,KiVunjo Chaga,Central Kilimanjaro,Central Chaga;
7267;vut;Vute;Vute language;regular;nic-mmb;Mambiloid;;;;Latn;;
7268;vwa;Awa (China);Awa (China) language;regular;mkh-pal;Palaungic;;;;;Awa,Ava,Va;
7269;wa;Walloon;Walloon language;regular;roa-oil;Oïl;sortkey;;;Latn;;
7270;waa;Walla Walla;Walla Walla language;regular;nai-shp;Sahaptian;;;;Latn;;
7271;wab;Wab;Wab language;regular;poz-ocw;Western Oceanic;;;;Latn;;
7272;wac;Wasco-Wishram;Wasco-Wishram language;regular;nai-ckn;Chinookan;;;;Latn;;
7273;wad;Wandamen;Wandamen language;regular;poz-hce;Halmahera-Cenderawasih;;;;Latn;;
7274;waf;Wakoná;Wakoná language;regular;;;;;;Wakona;
7275;wag;Wa'ema;Wa'ema language;regular;poz-ocw;Western Oceanic;;;;Latn;;
7276;wah;Watubela;Watubela language;regular;poz-cma;Central Maluku;;;;Latn;;
7277;waj;Waffa;Waffa language;regular;paa-kag;Kainantu-Goroka;;;;Latn;;
7278;wal;Wolaytta;Wolaytta language;regular;omv-nom;North Ometo;;;;;;
7279;wam;Massachusett;Massachusett language;regular;alg-eas;Eastern Algonquian;;;;Latn;Wampanoag;
7280;wan;Wan;Wan language;regular;dmn-nbe;Nwa-Beng;;;;;;
7281;wao;Wappo;Wappo language;regular;;;;;;;
7282;wap;Wapishana;Wapishana language;regular;awd;Arawakan;;;;Latn;;
7283;waq;Wageman;Wageman language;regular;aus-gun;Gunwinyguan;;;;Latn;Wagiman,Wakiman,Wogeman;
7284;war;Waray-Waray;Waray-Waray language;regular;phi;Philippine;sortkey;autodetect;;Latn;;standard characters
7285;was;Washo;Washo language;regular;;;;;;;
7286;wat;Kaninuwa;Kaninuwa language;regular;poz-ocw;Western Oceanic;;;;Latn;;
7287;wau;Wauja;Wauja language;regular;awd;Arawakan;;;;Latn;Waura,Waurá,Uaura;
7288;wav;Waka;Waka language;regular;alv-mye;Mumuye-Yendang;;;;;;
7289;waw;Waiwai;Waiwai language;regular;sai-prk;Parukotoan;;;;Latn;Wai Wai,Uaiuai,Uaieue,Ouayeone,Katawian,Karahawyana;
7290;wax;Watam;Watam language;regular;paa;Papuan;;;;Latn;Marangis;
7291;way;Wayana;Wayana language;regular;sai-gui;Guianan;;;;Latn;;
7292;waz;Wampur;Wampur language;regular;poz-ocw;Western Oceanic;;;;Latn;;
7293;wba;Warao;Warao language;regular;qfa-iso;isolate;;;;Latn;;
7294;wbb;Wabo;Wabo language;regular;poz-hce;Halmahera-Cenderawasih;;;;Latn;;
